,Component_1,Component_2,Component_3,Component_4,IntClustMemb
MB-4894,4.73603,12.9274845,4.957251,5.7644434,8
MB-2760,3.3882449,12.879645,5.235059,6.8361645,7
MB-7297,3.9747186,12.0360365,4.1950874,7.2891264,1
MB-4809,5.6099706,13.546832,1.5335745,6.2790904,10
MB-7004,4.276998,12.050887,5.8488584,6.7211695,8
MB-4235,5.5996222,13.497063,5.5564404,5.9094186,10
MB-0531,3.6266642,13.7908325,2.966526,5.8305025,4
MB-5492,5.0178885,12.1399,5.0525327,6.0003414,3
MB-0470,3.7139869,13.999874,3.5722318,5.968497,4
MB-0419,3.6219,11.778999,5.4918284,7.079489,8
MB-5145,5.168963,13.376794,1.9420347,6.039433,9
MB-0581,4.283629,12.737174,3.800989,7.192526,7
MB-5273,3.3257723,13.155689,5.9170823,5.881095,6
MB-0268,4.6009355,11.405501,5.044458,7.000066,9
MB-7038,4.6222425,13.140263,1.955783,6.202395,10
MB-5251,4.3692307,13.144933,5.8594184,6.413472,3
MB-5546,3.9602752,13.883331,3.9140892,6.013618,7
MB-0449,3.3969848,12.4878435,4.7496414,6.9039836,3
MB-4644,5.2682896,12.696175,6.185485,5.868629,5
MB-7091,4.2461357,13.605825,4.7749295,7.2175093,7
MB-0199,3.4544535,12.091234,4.9298778,7.1347713,3
MB-0458,3.6840746,13.460357,2.932074,5.9853897,4
MB-7187,4.620362,13.905311,3.1770852,6.271618,5
MB-7011,3.6655622,11.207675,5.2146745,6.294447,9
MB-5440,5.483216,13.560097,1.9377893,6.4895654,10
MB-0189,3.6426609,13.0473795,2.8976564,6.3356752,6
MB-7195,4.212362,11.758807,6.059603,6.326554,8
MB-7017,5.2521167,13.032666,1.4768702,6.2323008,10
MB-3085,3.619487,13.288082,3.086767,6.039574,4
MB-4649,5.24671,13.416627,4.7616124,5.870523,3
MB-0142,3.527271,13.096464,5.2919073,6.641013,1
MB-0439,3.8066328,11.313681,5.7874727,6.4592843,8
MB-0193,3.7776232,12.0422325,5.6382813,6.808458,3
MB-3781,3.7241683,11.307818,5.4590015,6.302996,8
MB-0064,4.0357256,7.6241293,5.748537,8.526181,3
MB-6108,4.163989,13.283459,3.5452816,6.028885,4
MB-4306,4.8299193,13.0246315,5.5606117,5.790927,3
MB-0108,4.0575347,7.603148,5.7693715,8.547934,4
MB-0364,3.5091715,13.097566,4.340774,7.1579094,4
MB-0143,4.422238,11.6937685,5.169059,7.1926975,9
MB-0462,4.9588084,13.564663,2.3565238,6.831342,5
MB-4266,4.6767826,13.663809,5.4337525,6.493872,6
MB-3842,4.1843243,12.326343,4.06169,7.574462,1
MB-6286,4.2400274,12.954717,6.1088233,6.349036,3
MB-4375,6.009114,13.435006,6.0556397,5.6663046,3
MB-0459,4.14531,13.541211,4.585188,7.4817557,6
MB-4529,4.9947405,12.690779,5.324273,5.723673,3
MB-6103,4.2127166,13.417197,3.6958413,6.020586,3
MB-5386,4.499822,12.920937,4.9454336,7.628259,7
MB-0869,5.355641,13.217776,1.4359777,6.136949,10
MB-6160,5.165139,13.849707,2.2887325,6.77358,9
MB-0452,4.3025827,11.53157,4.709453,7.227973,9
MB-0230,4.5318174,13.416299,3.1034658,6.8373666,5
MB-4616,5.0977807,12.820312,6.2560334,5.866853,8
MB-5221,4.9158673,11.752899,5.9411545,6.1909776,8
MB-7176,3.8558533,11.501141,5.580258,6.155539,8
MB-6305,4.9518566,13.51731,2.2391992,6.838395,10
MB-4930,4.898467,12.046583,5.0874743,7.309851,9
MB-2834,4.0744104,11.795044,3.5774348,6.1445236,3
MB-5011,5.3548083,12.818366,6.2744074,5.883858,3
MB-5287,5.0200076,13.155935,5.6288123,5.9348297,3
MB-5397,4.558663,11.595536,5.0384016,6.049627,3
MB-2951,3.539267,11.596748,3.484791,5.5193267,1
MB-3002,3.4912987,11.296986,4.502323,6.169935,3
MB-5489,4.3507,12.401048,4.666567,6.1446157,3
MB-4742,4.4944777,12.415895,6.17975,6.4378033,8
MB-0360,3.793057,13.381395,5.3264556,7.139147,7
MB-3057,5.3620257,13.114731,1.3214847,6.288032,10
MB-7002,4.2132554,13.225916,4.7988377,5.658346,4
MB-5013,4.9757414,12.902889,6.2715106,6.0253935,3
MB-0593,3.5887382,12.666795,3.770331,6.6327686,5
MB-5027,5.2139125,12.2234535,5.98832,6.1843505,3
MB-7186,4.454503,13.632644,4.9065094,7.6213784,7
MB-2957,5.3475704,13.200253,1.3940411,6.2318654,10
MB-4762,4.7826443,13.945537,5.1727433,7.077633,7
MB-4601,5.409166,13.54878,4.155082,6.1905966,5
MB-4651,4.447767,13.024965,4.0982456,6.9814153,6
MB-7296,4.2426167,11.6106205,4.290052,7.094933,5
MB-3754,3.896607,11.693676,3.6216424,5.888582,1
MB-7095,4.128797,12.149696,5.907929,6.3456755,8
MB-4904,4.8643174,13.819213,2.0128868,6.8974695,5
MB-0140,3.621287,12.29018,5.516632,6.610378,8
MB-0396,5.4734964,13.324166,1.7490261,6.52955,10
MB-0517,3.6020024,13.282515,4.2459736,7.350424,9
MB-5123,4.309247,13.40928,4.494773,7.538745,7
MB-0135,3.3570533,13.046169,4.7565665,7.1155868,2
MB-5117,4.8646984,11.779585,6.176009,6.243379,8
MB-7236,3.4414122,11.894953,6.0621433,6.5276012,8
MB-0159,4.698917,13.471306,2.9656463,6.810396,5
MB-4758,4.8332996,13.161397,1.9853826,6.0174766,10
MB-4000,2.8218215,13.084348,6.04244,5.827217,4
MB-5124,5.0299225,12.407749,5.3153577,7.2221394,6
MB-3181,3.9748383,12.996846,4.7400756,7.030864,2
MB-4723,4.1734643,12.122684,5.142805,7.0271473,1
MB-0283,3.5571659,12.270243,4.8346815,6.579576,1
MB-3031,5.006928,13.198402,2.3979037,6.667556,5
MB-5061,4.759244,13.793648,5.2125163,7.4415216,7
MB-4126,6.1943398,13.761795,6.0218863,6.0181007,7
MB-6319,4.9094014,13.068733,5.3413386,5.5935893,3
MB-5596,4.795561,12.295454,4.94922,5.8951674,3
MB-0236,4.1505637,12.462561,3.5632122,7.038922,5
MB-0445,4.2663326,13.616819,4.7924376,7.6114454,7
MB-5068,2.8674455,13.205582,6.0106874,5.8084474,4
MB-6048,4.4480095,13.286485,4.0056267,7.263118,9
MB-7147,3.8253925,12.00682,3.9388242,5.4824576,6
MB-4395,6.1474533,13.290253,6.45053,5.7555914,1
MB-4712,4.532938,13.846875,3.8393557,6.371358,9
MB-4661,4.736987,13.675891,5.3375506,6.7658076,7
MB-5076,5.4998007,13.713699,1.868246,6.448382,10
MB-3222,3.3721557,11.770123,4.05641,6.179494,7
MB-0224,3.495855,12.580138,4.090204,7.2413354,4
MB-5548,5.2187867,13.574813,2.4136631,6.3742895,10
MB-0591,3.067701,12.047487,5.851887,6.2977223,8
MB-0378,3.7825181,12.967048,3.695562,7.293761,5
MB-5270,4.555559,12.2391205,6.2255025,6.328369,8
MB-4484,4.549869,13.276505,5.4467187,5.9452457,3
MB-0176,3.838916,12.890364,4.287456,7.559765,1
MB-0431,3.354123,11.976135,4.5926046,6.6270347,3
MB-6085,4.2298336,13.3713665,3.4024048,6.054325,4
MB-0201,4.1448793,11.5700245,4.7606797,7.287581,5
MB-5498,4.478113,13.466982,3.853854,6.205084,1
MB-0115,5.28937,13.43425,1.5382891,6.4773364,10
MB-7093,3.9100804,12.772828,5.0703855,5.441358,3
MB-0304,3.7221968,12.955801,5.325984,6.3120046,6
MB-0609,4.42751,13.0234995,4.786875,6.191225,8
MB-0068,4.0597544,7.64671,5.735831,8.513921,3
MB-7215,3.6926298,12.926674,3.3520029,5.947497,4
MB-6131,5.3815594,13.270593,4.3897915,6.097257,5
MB-2970,3.6300867,11.603057,3.4401557,5.5273347,4
MB-6008,5.3566036,13.129886,5.8484797,6.375548,9
MB-0427,4.1893525,12.702288,4.1980624,7.71543,7
MB-4719,4.401698,11.724889,6.2070913,6.27887,8
MB-3102,4.4129286,11.490642,4.843713,7.1548457,9
MB-5452,4.2654166,13.770449,5.0537715,6.6859717,2
MB-3228,3.8504066,13.413911,3.5844636,5.982787,4
MB-0121,3.9863033,11.254917,5.4304457,6.672858,8
MB-6083,5.372102,12.688436,6.077275,5.7674265,8
MB-0537,3.5528421,13.611368,2.8760214,5.9451513,4
MB-4692,6.0232325,13.298986,6.4626713,5.813281,8
MB-4814,4.1095014,13.951261,3.8583395,6.0688515,4
MB-0577,3.3606367,12.771766,4.70376,7.083345,7
MB-4801,4.2680283,11.359718,4.7084045,5.963957,8
MB-4557,6.2699027,13.417651,6.4796057,5.7403607,8
MB-3379,3.7924647,11.299184,4.5916023,6.8551755,5
MB-0352,4.305817,13.3884325,2.0907736,6.8658032,4
MB-2952,3.7672286,11.170085,4.372295,5.7908683,8
MB-4800,5.1018634,11.655528,5.867356,6.4151354,6
MB-4784,5.4722657,13.471101,5.3482823,6.0071483,1
MB-6363,4.893666,13.241962,3.7102444,6.7275352,5
MB-3874,3.5715673,13.16989,4.7918954,7.0462155,7
MB-5446,4.042126,13.672111,3.2777507,6.529732,4
MB-4607,5.9920077,13.19108,6.3917994,5.817589,8
MB-0359,4.3085265,13.089198,5.0976014,6.0560355,3
MB-5289,5.357731,12.780716,6.2568836,5.867951,8
MB-0571,3.825608,13.009319,4.526789,7.58103,7
MB-0436,4.1134934,12.656171,3.2580175,6.824022,4
MB-3013,3.4414937,11.650452,3.5621495,5.89751,4
MB-6044,5.631443,13.328955,5.2544737,5.8251967,6
MB-5088,5.481175,12.680971,6.2617216,5.9380827,8
MB-0175,3.9012697,13.335048,4.3987374,7.2275333,6
MB-0552,3.4863153,12.567712,3.7494066,7.1996574,5
MB-0124,4.1583414,11.310416,5.263849,6.8478365,8
MB-5205,5.2947702,13.72924,2.1798277,6.6003222,9
MB-5424,5.1279583,12.060323,5.0434604,6.0480604,2
MB-5534,4.7200255,13.884468,2.0729523,6.890378,4
MB-4858,4.584982,12.587632,4.6634245,5.9693637,5
MB-5447,4.8692064,12.049232,4.3084855,6.7571015,6
MB-0381,3.690986,11.819863,4.021147,6.887227,5
MB-0503,3.649544,13.298251,4.71186,7.308543,7
MB-4705,4.300422,13.7695,3.9840634,5.961026,3
MB-6272,5.1996927,13.639309,2.0463347,6.449274,10
MB-0370,4.0403013,12.721581,4.350029,7.7250757,9
MB-7039,3.5223432,12.611767,3.5201056,6.3858695,4
MB-7097,4.682981,12.699308,5.4980063,5.4366846,8
MB-4883,3.617011,12.770398,4.058671,7.064433,7
MB-5414,4.8440347,11.550247,5.0634646,6.481279,9
MB-0542,3.952988,12.375221,3.412839,7.0416584,1
MB-5406,5.6480465,12.9654875,5.608382,6.4783244,9
MB-0239,3.874244,11.939738,3.6593046,7.028997,3
MB-3395,5.177269,13.57961,1.6513519,6.5682206,10
MB-0229,3.636112,12.878661,4.944242,7.0933623,7
MB-5183,5.303683,12.881466,5.9935136,5.9549294,8
MB-3429,3.6156325,13.238135,2.956171,5.903411,4
MB-4141,6.3024054,13.442921,6.52483,5.7297544,7
MB-3439,3.9495964,11.021604,4.893059,6.434967,8
MB-5211,4.284478,13.08543,5.2452393,7.161314,7
MB-4749,5.028418,11.752404,5.9741077,6.225398,8
MB-7201,5.0552897,14.193272,1.9203024,7.0011287,3
MB-5413,4.971228,13.774849,5.3154454,6.357241,7
MB-4928,4.7695556,12.991581,3.3938541,6.0976048,5
MB-6308,5.0593934,13.287919,5.8368483,6.1837883,8
MB-4695,4.7737894,13.1970005,5.145288,5.4854846,4
MB-5560,5.5767293,13.089173,1.7504117,6.4181476,10
MB-3363,4.583407,11.786436,4.6239514,6.275469,10
MB-7154,5.325138,13.224062,1.4242095,6.265773,10
MB-5398,3.5181763,13.037,5.4520164,6.694161,4
MB-7081,5.2863297,13.588253,1.7973819,6.6336145,10
MB-0195,4.395257,11.895642,4.6745253,7.5204873,6
MB-0110,3.9710977,13.104054,3.607841,5.7178864,3
MB-0636,3.7375264,11.481137,4.7108984,7.063885,6
MB-0273,3.6128068,11.33386,5.6057324,6.7826943,8
MB-6190,3.8869026,13.401598,4.876187,6.685512,4
MB-0575,3.9524941,12.368601,4.0483136,7.208095,4
MB-4787,4.761754,13.2690935,4.9286213,6.670631,6
MB-0642,3.5327702,11.498792,5.830371,6.729479,8
MB-0367,4.3144975,11.820493,5.7540956,6.6645336,4
MB-5277,5.226189,12.3165865,5.98048,6.1793,8
MB-0206,5.2538314,13.446813,1.6730088,6.719219,10
MB-0640,4.3184648,13.379329,4.507077,7.502656,7
MB-5634,5.151628,13.966428,1.793544,6.8678265,10
MB-4001,5.7797484,13.604368,5.933579,5.9010353,7
MB-4323,5.614115,12.857544,6.3197875,5.795713,8
MB-5121,4.378172,11.709437,6.1578894,6.30384,8
MB-0891,3.9457543,11.67195,5.098205,6.6678195,3
MB-5045,5.228731,13.509772,4.8998423,6.020321,4
MB-4332,6.2755656,13.758726,5.7660832,5.8334723,10
MB-5256,5.2235255,12.588896,5.8369765,6.3585663,8
MB-0442,3.5387454,13.392402,2.4345226,6.3120832,4
MB-6233,4.2205486,11.87852,5.826944,6.672045,8
MB-0389,3.4346917,11.354419,4.953877,7.0627537,2
MB-0466,4.1789513,12.810695,4.5042014,7.198353,1
MB-2791,3.5100796,12.059891,4.8781567,6.4909377,3
MB-0411,3.7499468,13.365348,4.0208044,6.887551,6
MB-5317,3.8011498,12.792559,6.130771,6.3403716,8
MB-0244,2.6425483,12.948315,5.9665303,5.950194,4
MB-4233,5.137014,13.285952,5.059494,7.162569,9
MB-7164,3.7248237,12.780509,5.5684066,5.806376,3
MB-6058,5.135922,13.368583,1.5595601,6.3302965,10
MB-5150,2.8598173,13.206669,5.989866,5.816737,4
MB-7049,3.9914093,13.936986,3.601569,5.883952,4
MB-0527,3.5377204,13.59947,3.0742526,6.1357474,4
MB-3437,2.735237,12.983842,6.033439,5.881074,4
MB-5299,5.4826145,13.61572,2.2221951,6.363451,10
MB-7287,4.387805,11.985243,5.0316386,7.139059,5
MB-7003,3.3507411,11.613979,4.340124,6.248795,3
MB-4724,4.7588406,13.436076,2.8478043,6.778357,4
MB-0513,2.7200603,12.810051,6.0849943,5.967106,9
MB-7077,3.8346925,12.439394,4.083157,7.14729,3
MB-0893,3.650657,13.289834,1.2299784,6.676051,4
MB-7286,3.5796564,11.963841,5.610606,6.6588964,3
MB-4806,4.4971642,12.234635,4.651955,5.7532816,3
MB-5193,3.9570239,13.255847,5.843163,6.746094,7
MB-0570,3.3662484,12.76534,5.3319364,6.7488356,6
MB-3526,4.6802235,12.49392,4.7199073,7.587597,6
MB-5255,4.6914573,14.033302,1.9935452,6.8637776,4
MB-0432,3.6497822,13.289114,1.2369422,6.6808276,4
MB-0386,4.2442274,12.012419,5.6147346,6.7324805,9
MB-0345,3.540096,13.254933,4.253063,7.1999626,3
MB-4663,5.8157945,13.020634,5.3193846,5.8157063,10
MB-7276,4.2330046,12.253954,6.040553,6.2378964,8
MB-5233,5.105145,12.6630535,6.3066096,6.1463275,8
MB-5640,2.936849,13.233036,5.8870506,5.839597,4
MB-5136,4.329306,13.948364,3.5627294,6.1658697,4
MB-0327,3.6261353,13.056823,5.128362,7.1452765,3
MB-0424,3.5993989,13.192988,2.526094,6.233693,4
MB-5604,4.426805,12.99071,4.976745,7.500854,1
MB-5429,3.0721302,12.981469,5.8879414,5.983953,4
MB-6124,3.2981658,12.53421,4.8970428,5.8947506,3
MB-4442,6.180287,13.304762,6.4519844,5.7602463,8
MB-6101,4.9462466,12.072557,5.632339,6.345759,7
MB-7163,4.5743723,13.017306,4.8364964,5.755157,3
MB-2844,3.7349854,11.574967,3.626376,5.6078506,9
MB-5566,5.6236963,13.418204,1.8571187,6.2848053,10
MB-7167,4.399541,11.397061,5.866589,6.2514772,8
MB-5065,5.312754,13.927532,1.946094,6.7310867,4
MB-7173,4.2217255,12.592925,5.1805396,6.1929407,8
MB-2763,3.1628578,12.455405,4.521953,6.027658,4
MB-5567,4.689861,12.637427,5.6592603,6.4073653,3
MB-0605,4.1219654,11.632437,5.30173,6.62876,8
MB-7014,3.5347776,11.876845,3.8645563,6.6213117,1
MB-7165,5.3803625,13.086393,1.3571029,6.4034967,10
MB-4665,4.172933,13.430098,5.5093613,6.234653,4
MB-0437,2.775872,12.749767,5.9940553,6.0533776,4
MB-4171,5.8486433,13.846144,5.690699,6.2522807,9
MB-4011,5.0951242,11.803982,5.3358083,6.346942,8
MB-2767,3.9703345,11.189079,4.13139,6.7053723,2
MB-3450,4.2073536,11.883075,6.006013,6.057143,8
MB-4018,3.531965,13.38532,5.0417924,6.4153657,7
MB-2764,3.6095452,13.305394,2.5106359,6.135782,4
MB-0223,3.7599227,12.837697,4.1325607,7.042562,4
MB-3389,4.8880377,12.604428,4.7218676,7.2255297,6
MB-7079,3.5588598,13.320802,2.5744705,6.122974,4
MB-5389,3.5934641,13.047507,5.4764595,6.6183925,7
MB-5189,4.134587,13.425733,4.2730727,6.4202433,4
MB-4792,5.3607206,13.514629,1.8398443,6.3055143,10
MB-5346,5.4720893,12.868808,1.7497971,6.400049,10
MB-4024,5.0060363,13.53707,1.956946,6.018017,1
MB-4931,5.2841845,13.962906,2.011104,6.761043,10
MB-4671,5.815583,13.103289,6.1990066,5.9508796,2
MB-4938,5.5480733,13.245365,1.7511401,6.0415497,10
MB-2858,3.6194363,11.623925,3.6777823,5.7287903,1
MB-5339,4.759343,13.156839,4.96822,5.92284,3
MB-5482,5.6824265,13.448792,1.8388729,6.148996,10
MB-0169,3.7685878,13.706405,3.3861458,6.177624,4
MB-4426,6.319502,13.725475,6.1411924,5.8648233,7
MB-0607,3.773969,12.582403,3.7148025,7.0094585,4
MB-0344,3.5816827,13.231615,3.9720597,6.086118,3
MB-3341,3.9790757,11.188317,4.574007,6.235272,8
MB-7185,4.314873,11.397661,5.8859515,6.009012,8
MB-6019,5.9977474,13.7190895,5.7037883,5.9080257,4
MB-3001,3.8826332,11.719974,3.0141017,5.5788107,10
MB-4805,4.0818014,13.311548,5.4028063,6.8385453,7
MB-2786,3.7120945,11.373739,4.4812303,6.897479,5
MB-7090,4.0869904,13.559747,4.00832,6.328095,10
MB-0618,3.8461075,12.565754,5.9405713,6.7620487,3
MB-7251,4.7119427,13.057083,4.7023535,5.98074,5
MB-0434,4.222998,11.7662115,5.2145042,7.2299495,5
MB-5134,4.9334564,12.578505,5.3108582,5.745765,3
MB-5434,4.7162356,13.531387,5.6068196,6.1528215,9
MB-4978,4.9483004,13.295305,5.5197277,5.7543635,3
MB-0482,4.0027056,13.483677,2.7798865,6.283951,5
MB-4003,6.1768703,13.486384,6.0250983,5.8490453,6
MB-4849,5.0232477,11.64475,5.8687835,6.2071443,8
MB-5559,4.480352,13.934577,3.2043147,6.0551248,10
MB-2971,3.6878057,11.552934,3.5192676,5.553979,3
MB-4091,6.025357,13.580016,6.356902,5.7826896,4
MB-5373,4.404633,12.469892,4.660711,6.3248606,4
MB-5062,5.026283,13.938733,2.9866729,6.688748,1
MB-5261,4.5872006,13.401417,5.6984825,6.228126,4
MB-3606,3.9823086,11.929919,3.2970674,5.596343,5
MB-7172,3.9772089,12.046438,5.6803584,5.8420997,8
MB-3383,5.1248174,12.614634,2.199276,6.3527527,10
MB-0225,4.06607,12.671814,4.5663624,7.711785,1
MB-0451,3.7027001,13.309702,4.3711247,6.0648975,8
MB-0365,4.413314,13.4067545,2.073775,6.837163,4
MB-5053,4.5765486,13.006338,5.7894764,6.041986,3
MB-0340,5.3025727,13.680938,1.624061,6.70782,10
MB-2724,4.912188,14.241952,1.8775344,7.047559,4
MB-0558,5.403005,13.560433,1.7127485,6.338,10
MB-2919,3.6540987,11.491344,5.663732,6.553155,8
MB-2632,4.033915,12.166925,3.0453184,5.7740808,5
MB-0539,4.722057,13.212475,2.5164394,6.666567,5
MB-5412,5.281237,12.061838,5.8245225,6.068694,3
MB-4744,5.4690022,12.570823,6.4067893,5.993837,8
MB-0484,3.9818947,13.246056,4.023432,7.164035,6
MB-0656,4.8648825,13.585939,2.090863,6.4741845,5
MB-4015,4.504008,13.160679,3.044886,6.703739,4
MB-5102,5.7372394,13.10785,4.2103386,5.9535127,10
MB-7071,4.1757736,12.291829,3.3381166,6.9726224,3
MB-5405,5.028782,14.192901,1.9378687,7.014435,3
MB-4696,5.1818094,13.528949,3.1885312,6.1242194,10
MB-7074,3.8193178,13.022779,4.618135,5.5994225,4
MB-3528,3.846477,11.758778,3.572595,5.771421,5
MB-5186,4.4929576,13.762651,3.9175303,6.156248,6
MB-4715,5.6503277,13.448976,1.9159889,6.362093,8
MB-6318,4.336115,12.310263,3.8785286,6.492877,10
MB-6010,5.0050545,12.928029,3.3552861,6.5702243,10
MB-5022,4.0239973,12.640554,5.4261465,5.888331,5
MB-4348,5.1583214,12.983486,5.1032743,6.1452465,5
MB-7133,4.0455575,12.486592,4.740504,6.3224473,1
MB-7006,3.7293293,11.266893,5.32228,6.218238,3
MB-0221,3.8775136,13.156678,3.4059749,6.7673163,4
MB-4276,4.9992514,12.318928,5.611782,6.800417,5
MB-4670,4.50709,13.598187,5.9388566,6.294153,7
MB-0661,3.7899745,13.05789,5.8780856,6.7823253,7
MB-0056,4.0345283,7.591787,5.776693,8.55479,1
MB-0639,5.19976,13.48057,1.6751256,6.438802,10
MB-0059,3.3984654,11.866284,5.1207967,7.1319337,8
MB-7068,4.342944,12.046492,3.888496,7.25425,9
MB-0628,4.291645,13.017662,4.7453628,6.475302,7
MB-5541,3.6464915,13.055975,3.4500177,6.4293337,4
MB-5592,4.933721,11.883972,5.6276817,5.8801723,8
MB-0509,4.184453,12.934101,3.7369184,6.042081,3
MB-5347,5.556679,12.869759,6.395302,5.9925013,3
MB-2742,4.032601,11.450914,3.9273887,6.959825,5
MB-3476,5.2094536,13.957606,1.8609233,6.7173023,10
MB-4704,4.630947,13.04198,5.1308284,5.6590905,4
MB-5605,4.4328985,11.905014,4.785432,6.212167,3
MB-2849,3.9051511,12.099853,2.9973845,5.6757336,9
MB-7151,5.8348804,13.557877,1.5808532,6.2892175,10
MB-6133,5.036623,13.0574255,5.413471,5.72552,3
MB-5161,3.7392168,13.700941,3.2944872,6.050624,4
MB-2790,3.763041,11.086795,5.0948315,6.260435,8
MB-7298,3.8811762,12.051783,4.2313566,7.1313405,1
MB-0632,4.1570206,12.953826,4.2818155,6.4203663,4
MB-5166,5.2741513,13.456893,5.046026,6.2759576,5
MB-4407,6.2085643,13.65267,5.8955064,5.8160067,10
MB-7291,4.809766,13.282608,2.6339784,6.8983293,1
MB-6181,4.856858,11.657969,6.1534777,6.1160865,8
MB-4008,3.9348607,13.579881,5.215542,6.354236,2
MB-5209,5.3080783,14.071841,2.403501,6.726756,4
MB-0353,3.4276538,12.74115,4.749118,6.9518843,7
MB-0336,3.4006407,12.468932,4.275094,7.2535715,10
MB-0446,3.7554746,11.718378,4.0435305,7.2174554,10
MB-2795,3.9920168,11.55427,4.24689,7.0502343,1
MB-5399,4.947362,12.889576,5.7188973,5.9531837,3
MB-0160,3.5972612,13.717499,2.9537003,5.9229584,4
MB-0192,4.689884,13.863937,2.0534158,6.882264,4
MB-5411,5.0220337,12.152288,4.716605,6.0594335,5
MB-7155,5.5584774,12.906821,1.5165182,6.417478,10
MB-3582,3.8996365,12.160814,2.9605825,5.691635,4
MB-7174,4.2241197,12.612906,4.2074847,7.3103256,6
MB-0448,4.660179,11.44731,5.415936,6.6978164,1
MB-5571,3.4986193,13.032535,5.170288,6.948557,7
MB-2778,3.8049634,11.466656,4.719364,6.9725847,3
MB-2610,3.7276046,11.110708,4.3015347,5.7897015,8
MB-7055,4.342528,12.7748785,5.0671606,5.4564924,10
MB-4622,5.1721845,13.364045,1.6280984,6.281241,10
MB-7063,3.5058763,11.515321,4.680698,6.220447,3
MB-0510,4.3944855,12.311992,4.474778,7.456471,9
MB-0504,3.6063123,12.531824,4.3910007,6.847536,3
MB-3479,3.6523933,12.974304,2.672051,5.9967837,4
MB-3028,4.4289985,11.737326,5.386325,6.9980264,9
MB-0320,3.304457,13.004871,3.859677,6.2526064,3
MB-7067,4.13204,12.312721,2.9958978,5.817025,5
MB-0499,3.723472,13.299353,1.3499485,6.6532288,4
MB-5421,5.5101438,13.57695,2.0851243,6.2607203,10
MB-3567,5.258583,13.682022,2.2853262,6.627367,1
MB-7270,5.286624,13.706006,2.8973556,6.416256,10
MB-4796,4.022748,11.431055,5.5408654,6.366965,5
MB-6344,4.595288,12.05989,5.2771287,7.1451335,1
MB-2851,3.7237566,11.744398,3.5612805,5.4742527,4
MB-3412,3.908114,11.10245,4.766117,6.607565,8
MB-4686,4.9349494,13.145482,4.7097664,5.9424224,3
MB-6337,5.543505,13.497752,4.24473,6.14813,5
MB-4293,5.440881,12.363643,6.0458555,5.918511,8
MB-5163,4.733205,13.221102,5.9523797,6.224726,3
MB-5366,5.322693,12.897429,4.5372453,6.320971,5
MB-5444,3.9068773,13.2738905,5.481319,6.7520843,7
MB-0455,4.074926,12.390758,3.2501218,7.011549,10
MB-3852,4.3462586,12.770615,3.857045,6.797867,4
MB-0606,2.9891047,12.366307,5.916277,6.1991873,3
MB-6187,4.1133575,13.8649845,3.115011,5.977187,4
MB-0663,3.8098881,13.063106,3.5091703,7.045092,5
MB-5521,5.135151,13.96573,2.1241353,6.8396416,4
MB-0131,3.9704635,11.368865,5.7416453,6.369927,8
MB-0414,5.3027735,13.488717,1.6496929,6.6438704,10
MB-5137,5.584529,13.618559,1.6374205,6.427548,10
MB-0054,4.1017385,7.5620008,5.8119965,8.59158,10
MB-3328,4.140788,11.248674,4.293133,6.6767654,7
MB-2963,3.9088373,12.718834,2.8329031,6.579111,4
MB-3171,3.3015,12.159012,4.5349674,6.2484636,7
MB-0048,4.0836954,7.584459,5.7920866,8.571067,4
MB-0081,4.0818405,7.578711,5.794191,8.572265,3
MB-0200,5.6105466,12.823345,1.6280141,6.420932,10
MB-3254,3.6164675,11.521956,4.4971485,6.1393247,3
MB-0554,4.0452332,11.363963,5.201986,6.9735413,8
MB-4865,4.5968795,13.125378,1.6582518,6.6755223,10
MB-5620,4.81503,12.16385,5.101616,6.059627,8
MB-0500,5.20223,13.343065,1.4976063,6.2836466,10
MB-2754,3.7532547,11.976265,3.7873673,6.6126447,3
MB-4643,5.7816453,13.280635,5.3248687,5.855839,5
MB-5579,4.8860474,12.216912,4.6837745,6.03672,2
MB-5465,4.386088,12.320989,2.6885772,6.170512,10
MB-3978,3.9479206,12.041949,4.728649,6.792956,5
MB-0126,3.0839882,12.10686,5.915905,6.3098702,8
MB-7022,4.1650953,11.495546,5.2518964,7.030563,8
MB-0588,3.8146944,13.741295,3.236494,6.4872646,4
MB-5361,4.9376903,11.506811,5.32086,6.656222,8
MB-4899,4.7789063,11.931958,5.330576,6.1708994,3
MB-0156,3.581327,13.537581,2.6882606,5.985798,4
MB-5275,5.851631,13.266495,5.5581675,5.8096285,3
MB-2669,4.2020564,12.39648,3.5425618,6.942158,6
MB-0348,3.548337,11.549434,5.9074235,6.6326103,8
MB-3488,4.06667,11.956214,3.5170002,5.638673,5
MB-6154,4.6098604,12.918415,5.793043,6.387539,8
MB-4017,4.043794,12.805954,4.6787977,6.28837,6
MB-3063,4.859971,12.727323,2.183257,6.8098397,10
MB-4139,4.557776,12.467522,5.989401,6.431182,8
MB-2994,3.7750015,11.34519,4.450008,6.047236,5
MB-4357,6.311427,13.858353,5.790808,5.897091,4
MB-5175,4.599354,13.875185,3.0153077,6.322952,4
MB-0429,3.621132,12.2079525,4.877943,7.4649854,1
MB-4418,6.2258863,13.411478,6.4639716,5.7973294,8
MB-5164,4.9853516,13.97941,3.0230477,6.54278,5
MB-0475,4.271739,11.693627,5.3360276,7.1352844,9
MB-2819,3.7664382,11.464932,4.613843,5.856237,7
